chin_length,eye_angle,eye_color,eye_eyebrow_distance,eye_lashes,eye_lid,eye_slant,eyebrow_shape,eyebrow_thickness,eyebrow_weight,eyebrow_width,face_color,face_shape,facial_hair,file_name,glasses,glasses_color,hair,hair_color
2,0,0,0,0,0,1,3,2,1,1,8,6,2,cs1059561542815237078.png,11,1,30,5
0,2,2,1,0,1,1,4,0,0,0,1,4,14,cs10595703621120533230.png,5,0,102,8
0,0,0,0,0,0,1,3,3,1,2,8,3,14,cs10595931236119379013.png,7,1,24,2
2,0,1,0,1,0,0,1,0,1,2,1,5,14,cs10595994612070639069.png,6,3,68,0
2,0,1,2,0,1,0,9,3,1,0,6,5,7,cs10596177912364452494.png,11,4,102,6
1,1,3,0,0,1,1,11,2,0,2,4,1,14,cs10596288790801457964.png,11,2,87,2
2,0,4,0,1,1,0,12,0,1,1,4,1,5,cs10596392440506159736.png,11,5,50,4
0,0,2,1,1,0,1,1,1,1,1,7,4,4,cs10596404099356649910.png,11,2,104,3
2,1,0,2,0,0,1,0,1,0,0,8,4,1,cs10596555438466860811.png,0,1,67,4
0,2,0,0,0,0,2,4,0,1,0,7,5,7,cs10596633254095514009.png,11,1,33,8
2,1,2,1,1,1,0,4,2,0,0,8,2,14,cs1059687355209492149.png,7,6,51,6
1,2,3,2,1,1,1,3,1,1,2,10,2,14,cs10597197448223626084.png,11,5,48,9
0,1,3,1,1,1,1,10,3,1,1,9,4,14,cs10597590321342311603.png,1,6,9,3
0,1,0,2,0,0,0,5,3,0,2,1,6,1,cs10597686633397611242.png,0,6,15,7
2,2,1,1,0,0,2,11,1,0,0,7,4,8,cs10597797688066817557.png,11,2,22,4
1,1,1,0,1,0,2,4,3,0,1,2,6,14,cs10597883681309221193.png,0,0,18,0
1,0,2,0,0,0,1,12,3,1,0,3,4,2,cs10598073836714205717.png,1,0,59,9
0,2,3,0,0,0,2,8,1,0,1,4,3,3,cs10598087577184211486.png,10,1,52,4
1,1,4,2,0,0,2,2,3,1,1,5,0,5,cs10598168516246958007.png,11,1,72,2
2,2,2,0,0,0,1,2,1,0,2,3,0,5,cs10598271473209086773.png,11,5,47,3
1,1,4,2,1,0,2,5,0,1,0,0,6,13,cs10598291122028757071.png,7,4,94,4
2,1,0,0,0,1,0,6,3,1,0,10,3,9,cs10598389961728582264.png,11,3,32,2
1,2,2,1,1,1,2,2,0,0,0,8,0,0,cs10598445218888139115.png,11,1,12,7
0,0,2,2,0,0,2,8,1,0,1,1,5,3,cs10598567606226272511.png,3,2,51,7
0,2,2,1,0,1,1,9,0,0,0,1,4,14,cs10598724650048364968.png,0,5,25,7
2,0,1,0,0,0,2,12,2,1,1,10,1,0,cs10599164247064894606.png,11,6,32,2
1,1,0,0,1,1,0,5,3,0,0,5,1,14,cs10599211438783356440.png,11,0,87,4
2,1,4,2,1,1,2,8,3,0,0,0,1,12,cs10599217299575141662.png,11,3,57,9
1,2,0,2,0,1,1,3,2,1,2,6,4,1,cs10599389834742361433.png,6,0,91,3
1,0,3,2,0,1,0,7,3,0,1,0,0,8,cs10599623391325678971.png,11,6,85,5
2,1,4,2,1,1,1,0,1,1,2,7,6,14,cs10599631738177615855.png,11,3,16,7
1,0,4,2,0,0,2,8,3,1,1,1,2,2,cs10599631758545847583.png,0,6,3,8
2,1,0,0,1,0,1,0,0,0,2,9,0,0,cs10599799053013927704.png,10,5,90,6
0,1,2,1,0,0,1,11,2,1,1,6,1,4,cs10599800151131760027.png,0,1,28,7
0,1,4,1,1,0,0,0,3,1,0,4,5,10,cs10599996018655301953.png,11,5,74,8
0,0,2,1,0,0,0,0,0,0,2,10,5,14,cs10600026857692424421.png,11,1,77,6
0,2,4,1,0,0,1,4,3,0,2,4,6,14,cs10600078137459523774.png,11,4,81,1
2,0,1,2,0,1,0,5,1,1,0,8,5,14,cs10600107782730647759.png,11,4,22,6
0,2,0,1,0,0,2,13,1,1,1,8,5,13,cs10600216310918313110.png,11,0,55,9
1,0,2,0,0,0,0,0,3,0,1,7,4,2,cs1060037489902546322.png,11,6,88,2
2,0,0,1,1,1,0,11,1,0,1,0,3,14,cs10600435067026865684.png,2,1,67,0
1,0,2,2,0,0,1,13,0,0,0,9,5,3,cs1060053737136755974.png,11,6,15,4
0,1,3,2,1,1,2,2,1,1,2,5,3,14,cs10600937732450601491.png,3,3,79,6
0,1,3,0,0,0,2,12,1,0,2,2,4,14,cs10601022940738287637.png,4,2,19,1
1,1,4,2,1,1,1,6,0,0,2,5,6,14,cs10601706069334235149.png,11,2,14,2
2,1,3,2,1,0,2,13,2,0,0,5,6,1,cs10601767113009262415.png,9,6,7,7
1,1,2,1,0,0,1,12,0,1,1,6,1,14,cs10602392680126355029.png,11,0,59,4
1,2,3,2,0,0,1,9,0,1,1,9,3,5,cs10602474093387577923.png,2,4,69,1
1,0,4,2,1,0,0,13,3,0,0,0,0,1,cs10602494826558795614.png,4,1,105,2
0,2,4,2,1,1,2,10,2,0,0,1,0,11,cs10602495389111155697.png,11,1,99,0
0,0,0,1,0,0,2,10,1,1,0,8,1,11,cs10603076573938498948.png,11,2,82,7
2,2,2,0,0,1,1,0,0,0,0,5,1,14,cs10603250156076257440.png,11,5,99,8
2,1,0,0,0,0,2,11,1,0,2,9,6,14,cs10603281065040429969.png,2,1,68,5
2,0,0,2,0,1,1,12,2,1,1,2,6,6,cs10603323948512058174.png,0,4,15,8
1,0,3,0,1,0,2,9,1,1,1,10,3,14,cs10603421678670688784.png,11,6,58,1
2,0,0,2,1,0,1,4,2,1,1,10,4,0,cs10603441957023780397.png,1,3,79,3
2,1,4,0,1,0,2,4,0,0,1,9,3,14,cs10603444925146330635.png,5,5,67,1
1,2,3,0,0,0,1,0,0,1,2,4,0,14,cs10603518879640585709.png,11,5,80,4
2,2,3,1,1,0,0,13,1,1,1,5,4,14,cs10603747166214993636.png,11,1,35,8
1,2,3,2,0,1,2,3,0,1,0,0,0,1,cs10603987674589026302.png,11,0,110,3
0,2,2,1,0,0,2,9,2,0,2,7,6,14,cs1060430609879682885.png,8,4,81,7
2,0,3,0,0,0,1,0,2,1,2,0,4,1,cs1060453118776711361.png,2,6,50,1
2,2,2,0,1,0,2,12,3,0,0,10,2,4,cs10604707507169651378.png,11,0,6,5
1,0,1,0,1,1,2,4,1,0,0,4,6,12,cs106047397033627025.png,11,6,4,8
2,2,0,0,0,1,1,12,2,0,1,5,3,14,cs10604764725316259028.png,3,4,67,6
2,0,4,1,1,0,1,10,3,0,0,9,3,14,cs10604798763186001449.png,1,2,73,0
0,2,2,0,0,0,1,11,2,0,1,7,0,14,cs10606093721374194830.png,10,2,40,5
0,2,2,1,1,0,0,0,2,1,1,0,4,5,cs10606350539445344567.png,10,6,94,9
1,1,0,0,1,0,0,1,1,1,2,0,3,3,cs10606402605724638279.png,5,6,54,7
1,0,4,2,1,1,2,7,3,0,2,3,0,14,cs10606550512399756641.png,11,1,45,4
2,0,1,0,1,0,0,4,2,1,1,4,6,14,cs10606669247678635980.png,6,4,13,2
2,1,0,0,1,1,0,11,2,1,1,8,2,14,cs10606768339830372609.png,0,2,85,7
2,0,3,2,1,1,0,8,1,0,2,3,3,0,cs10607004806280973918.png,11,6,64,6
0,2,3,0,0,0,0,11,1,1,0,10,4,2,cs10607061888599889858.png,8,5,73,0
1,0,3,2,1,0,1,7,1,0,0,4,0,14,cs10607228791748434553.png,8,4,31,6
0,2,0,2,1,0,0,1,2,0,1,2,4,10,cs10607415278574537299.png,3,3,59,1
1,1,2,1,0,1,2,5,0,0,0,9,0,7,cs10607464523981464992.png,11,0,81,7
1,2,2,1,0,0,0,1,1,0,0,7,5,4,cs10607480671984771524.png,11,4,68,6
1,0,3,0,0,0,0,2,3,0,1,8,5,14,cs10607581959910186979.png,0,3,6,6
1,1,2,0,0,1,0,8,0,0,1,6,6,11,cs1060760170333803964.png,5,5,51,7
1,1,2,0,1,1,0,4,2,0,1,8,1,14,cs10608065885967339378.png,11,3,44,5
0,1,3,0,0,0,1,5,0,1,2,7,3,14,cs10608530672130241412.png,11,6,97,2
0,2,4,0,1,1,2,0,1,1,1,7,3,5,cs10608932357699973859.png,6,0,26,7
0,0,0,0,0,0,1,6,2,0,0,2,6,5,cs10609272194698753959.png,3,4,72,5
2,0,4,2,1,1,1,7,2,0,0,1,0,3,cs10609529184432831421.png,11,5,97,3
1,2,1,0,1,0,1,9,2,0,2,7,6,5,cs10609913432529201818.png,0,1,78,1
2,0,4,0,1,0,1,12,2,0,2,0,1,1,cs1061034016529840999.png,3,4,0,1
1,0,2,1,1,1,1,4,1,0,2,10,3,14,cs10610673757522267469.png,11,4,21,1
0,2,4,2,0,1,1,10,1,0,2,0,3,14,cs10610810240184689382.png,11,0,38,5
1,1,3,1,1,0,1,1,3,1,0,10,6,9,cs10610826104199599644.png,8,2,86,9
1,1,4,2,0,1,2,6,2,1,1,0,1,12,cs10610826933550794747.png,2,1,77,8
2,1,1,0,0,0,2,0,3,0,2,8,0,11,cs10611064788642235558.png,11,5,23,5
1,2,0,1,1,1,2,6,1,0,0,7,3,3,cs10611122328048263779.png,11,5,15,4
0,0,1,2,1,0,2,8,1,1,1,7,0,14,cs10611203210795514438.png,11,4,55,4
1,2,4,2,1,0,2,6,2,1,0,8,1,14,cs10611208682868484005.png,11,1,108,2
1,0,4,1,0,0,2,13,3,0,1,2,0,14,cs10611498007734267547.png,11,5,63,7
2,0,3,2,1,1,1,4,0,0,1,7,1,14,cs10611814998591969063.png,8,3,26,5
2,0,1,1,1,1,0,2,0,1,0,0,6,14,cs10611999323120315835.png,11,6,63,4
0,0,4,2,0,1,2,9,2,0,2,9,0,12,cs10612219006870521505.png,11,3,101,7
1,0,3,0,0,0,0,4,0,1,0,4,0,6,cs10612420659165723812.png,3,6,59,5
1,2,0,1,0,0,0,9,1,0,2,9,5,14,cs10612952115465701387.png,6,4,79,4
0,0,2,1,1,0,2,0,1,1,1,5,3,14,cs10613060745465075686.png,10,3,92,2
1,1,4,0,0,0,1,11,0,0,0,1,6,11,cs10613427829669406023.png,11,3,107,0
2,2,0,1,1,1,2,10,0,0,0,1,1,0,cs10613492985403886251.png,11,3,22,5
0,2,2,0,0,0,1,8,3,0,2,8,0,5,cs10613534318486249188.png,11,1,13,8
2,2,2,1,0,0,1,6,0,0,1,1,2,14,cs10613629744802959140.png,2,6,90,6
0,1,0,1,1,0,1,11,2,0,0,5,4,4,cs10613747420647263699.png,11,2,39,5
2,2,0,1,0,1,0,8,1,0,1,1,6,14,cs10613895487413510809.png,11,2,87,7
0,1,0,2,0,1,2,3,2,0,1,8,1,5,cs106140924474526814.png,11,6,72,1
0,0,3,1,0,0,1,1,1,0,2,8,6,7,cs10614431094989335020.png,10,6,96,1
2,2,0,1,0,0,1,10,1,0,2,4,0,14,cs10614687978167517078.png,0,4,45,2
1,0,3,2,1,0,2,1,0,0,0,2,0,7,cs10614698863032229902.png,11,0,39,3
0,2,2,0,1,0,0,2,0,0,0,5,5,3,cs10614910799376800899.png,11,4,50,5
0,0,2,0,0,1,0,12,3,1,2,1,3,10,cs10614911772227634956.png,11,2,52,6
0,0,0,1,0,1,1,13,1,1,2,3,1,14,cs10614914165745773194.png,11,6,99,0
2,0,4,0,0,1,0,12,0,0,2,0,3,14,cs10615162034011416624.png,11,3,69,7
2,1,1,0,0,1,1,3,0,1,2,10,3,10,cs10615224597132094202.png,4,3,59,2
1,2,2,1,0,1,0,9,1,0,2,3,5,14,cs10615330338638333762.png,8,3,55,0
2,1,1,2,1,1,0,11,0,1,2,10,2,14,cs10615471312768059801.png,4,5,88,9
1,2,2,1,0,0,1,10,3,0,1,2,5,14,cs10615527499213670091.png,11,0,95,2
0,2,0,2,1,1,0,8,0,0,1,6,2,3,cs10615783049410020054.png,11,5,104,3
1,0,1,2,1,1,2,12,2,0,0,2,2,14,cs10615998860366177945.png,0,1,65,5
2,2,3,2,0,0,2,0,0,1,2,6,1,8,cs10616245365823059307.png,1,0,44,6
2,2,4,1,1,0,2,6,2,0,2,9,2,4,cs10616267386427199458.png,11,4,30,5
2,0,0,1,1,1,2,11,2,1,1,4,0,2,cs10616525410493754688.png,1,2,87,0
2,2,4,2,1,1,0,10,1,1,2,4,6,8,cs10616531512150337049.png,11,4,82,8
0,0,0,2,0,0,2,8,1,0,2,0,2,14,cs1061658423073475778.png,10,6,83,4
0,2,3,2,0,1,2,10,1,0,1,5,0,14,cs10616736429071802143.png,11,1,109,8
1,1,0,2,1,0,1,6,1,1,1,4,6,14,cs10616925245479536826.png,1,6,95,5
0,1,4,0,1,1,1,3,1,1,2,1,1,13,cs10616931909892072451.png,11,0,0,8
1,2,1,0,0,0,1,8,0,1,2,1,1,4,cs10616938758036197794.png,1,1,110,8
1,0,0,0,0,1,1,2,2,0,2,0,6,11,cs10617156297478368738.png,11,6,13,1
0,1,4,0,1,0,2,0,3,0,2,9,0,14,cs10617837350662814799.png,6,0,12,7
1,1,0,2,0,0,0,7,0,0,2,7,3,0,cs10617952186114756050.png,11,3,22,6
2,1,4,2,0,1,0,8,2,0,0,0,4,14,cs10618101234642184703.png,10,3,8,2
2,1,1,1,0,0,0,9,0,0,2,5,5,14,cs10618262937675633478.png,0,5,27,7
1,1,0,2,1,1,2,7,1,0,0,10,0,14,cs10618473074430809569.png,10,5,3,5
0,2,2,1,1,1,2,6,1,0,1,3,1,5,cs10618515307957022943.png,10,6,61,7
0,0,2,0,1,0,2,3,2,0,2,2,3,14,cs10618516974938989467.png,11,3,45,5
2,0,2,1,1,1,2,7,2,0,2,6,1,3,cs10618739906284597054.png,11,6,91,7
1,2,1,0,1,1,2,1,1,1,0,3,5,1,cs10618971861507487201.png,11,3,1,4
1,1,2,2,1,0,1,11,0,1,0,4,3,14,cs10619080534476243578.png,6,5,109,7
2,1,3,2,1,0,2,11,1,0,0,6,2,8,cs10619141288943588383.png,11,6,102,3
2,1,0,0,1,1,1,4,2,0,0,5,0,1,cs10619360380855995667.png,11,4,101,9
0,1,2,0,1,1,1,4,1,1,2,5,4,9,cs10619515061105879812.png,7,1,99,8
2,0,1,1,0,0,1,0,3,0,2,9,2,10,cs10619580545810084770.png,11,4,39,9
0,0,0,0,1,1,2,6,1,0,2,6,5,0,cs10619740031201862890.png,10,0,53,5
1,2,0,2,0,1,2,9,2,0,1,0,4,3,cs1061991956325105850.png,9,3,19,5
2,2,0,2,0,1,1,7,0,0,2,7,3,5,cs10620092396627720558.png,11,1,45,7
0,1,1,2,0,1,0,1,1,0,2,10,2,14,cs10620410805919826673.png,11,1,49,7
2,0,4,0,1,0,2,7,1,1,0,8,0,5,cs10620630883618581787.png,3,4,17,8
2,1,1,0,0,0,0,11,2,1,1,6,5,14,cs10620668701804884430.png,11,3,12,1
1,0,3,2,0,0,0,2,1,1,1,7,4,1,cs10620729182158689144.png,11,1,21,7
1,0,3,2,1,1,1,10,3,1,1,5,2,5,cs10620736867240548768.png,11,0,9,5
1,2,4,1,1,1,1,6,0,1,1,4,0,14,cs10620958673092823597.png,1,4,6,8
0,2,2,1,1,0,0,8,2,1,0,8,6,8,cs10620990011955846137.png,10,0,56,3
0,2,0,2,1,1,1,11,3,0,0,2,4,14,cs10621223049286814821.png,11,3,31,2
0,0,4,1,0,1,0,10,1,1,0,8,4,14,cs10621549340161933387.png,10,3,53,4
2,2,1,0,0,0,1,0,2,0,0,4,2,14,cs10621633959661110015.png,1,0,75,0
1,0,0,1,1,1,0,9,1,1,2,1,3,14,cs10621785391748364082.png,1,1,52,7
1,1,2,2,0,1,0,6,0,0,0,2,4,2,cs10621871944444297357.png,8,4,22,9
2,2,1,1,0,0,2,4,3,0,1,1,3,14,cs10621903294286740020.png,6,5,81,5
2,2,0,1,0,0,2,8,3,1,1,5,2,10,cs10621936216932790054.png,11,0,57,8
2,0,4,1,1,1,1,8,1,1,2,1,4,14,cs10622162999526464857.png,11,2,64,9
2,0,3,0,0,1,1,0,3,0,0,6,0,14,cs10622184660103692853.png,4,1,97,7
0,2,2,0,1,0,2,11,1,1,0,1,1,0,cs10622188618890977592.png,6,5,8,0
2,2,2,2,1,1,0,10,1,0,2,5,6,2,cs10622222408495188778.png,11,5,17,1
0,2,0,1,1,1,2,3,2,0,2,4,6,14,cs10622343995574905775.png,11,1,89,7
2,0,0,1,1,1,2,4,1,0,2,1,6,1,cs10622662917956957437.png,0,5,88,8
2,2,4,0,1,0,2,10,2,0,1,8,2,14,cs10623280124833208380.png,11,4,47,6
1,1,1,0,0,1,1,4,3,0,1,1,4,1,cs10623362641922172749.png,2,5,103,7
1,1,2,2,0,0,1,6,2,0,2,10,6,14,cs10623462790952653639.png,10,3,10,7
2,0,1,2,0,1,1,6,1,0,2,9,5,9,cs10623896347236245075.png,11,5,12,9
1,0,2,2,1,1,0,2,2,1,0,10,3,8,cs10624136187562533041.png,11,2,34,8
2,0,1,2,0,0,1,1,3,1,0,0,2,14,cs10624162414812288133.png,11,0,7,0
2,1,4,2,1,1,0,4,2,1,1,3,4,7,cs10624400090879323821.png,11,5,66,3
2,2,3,1,0,0,0,1,2,0,0,6,0,14,cs10624486824420314306.png,10,6,37,3
0,0,2,2,1,1,0,9,2,1,1,2,1,11,cs10624487929521503525.png,11,0,47,2
2,2,0,1,0,1,0,2,3,1,0,0,4,8,cs10624967336678562735.png,11,2,7,8
2,2,2,2,0,1,0,6,1,0,2,2,0,1,cs10625025264989193817.png,11,5,87,8
0,2,2,1,1,0,2,7,1,0,1,6,2,11,cs10625045641397058338.png,6,0,18,3
2,1,3,2,0,0,0,7,0,0,0,2,3,11,cs10625284567368413818.png,11,5,55,6
0,1,0,1,1,0,1,6,3,0,1,7,2,14,cs10625344973475437717.png,8,6,16,4
1,1,0,0,1,0,0,8,3,1,2,7,0,4,cs10625360396439698283.png,0,5,39,3
2,1,3,0,0,1,1,6,0,1,2,7,3,14,cs10625613834389094323.png,11,2,84,6
1,2,0,1,0,1,1,11,1,0,2,8,5,14,cs10625698718963772006.png,7,3,19,8
2,2,2,0,0,1,2,13,3,0,1,5,0,14,cs10625720115064941896.png,11,3,78,1
2,0,2,0,1,1,0,10,3,0,1,10,2,3,cs10625786824273520384.png,11,6,63,0
1,0,1,1,1,1,1,13,3,1,2,6,0,14,cs10625954799855328255.png,11,3,80,7
2,0,2,0,0,0,1,2,3,1,1,3,1,14,cs10626019418672554289.png,4,6,53,6
0,2,0,1,0,1,1,6,1,1,0,1,1,0,cs10626437033446726794.png,3,6,34,8
2,1,4,1,1,1,1,0,0,0,0,7,6,14,cs10626496520182354843.png,6,6,96,2
2,2,3,2,0,1,1,13,2,0,2,6,0,14,cs10626863704504942201.png,4,0,59,6
1,0,0,0,0,1,0,7,2,0,0,6,4,14,cs10627172197342249769.png,11,2,50,7
1,0,0,1,1,1,0,13,3,0,2,10,2,14,cs1062719986413743061.png,11,1,4,1
0,0,1,0,1,0,1,4,2,1,1,6,3,14,cs10627295192761990508.png,11,5,92,3
0,0,2,2,1,0,1,11,0,1,0,1,2,14,cs10627498660206932268.png,11,0,90,0
0,1,1,0,0,1,0,9,1,1,2,9,5,14,cs10627604029324096915.png,3,5,88,2
0,2,3,0,0,0,0,9,0,0,0,8,1,10,cs10627815376889926467.png,4,2,30,6
1,0,4,0,0,0,2,3,3,0,1,3,1,12,cs10628005397558334104.png,2,0,94,6
1,2,3,1,1,0,1,8,3,1,2,8,3,14,cs10628494516399142243.png,1,5,54,0
0,0,4,1,1,0,1,7,1,0,0,9,3,14,cs10628551602581835000.png,10,0,69,1
0,0,2,2,1,0,0,9,2,1,1,6,3,14,cs10628763171692040129.png,1,1,53,4
0,2,0,1,0,0,2,3,0,0,2,0,0,14,cs10628975123393876368.png,11,3,87,1
1,0,3,1,0,0,2,7,3,0,0,0,1,14,cs10629281199795265367.png,3,2,51,7
0,1,4,0,1,0,1,7,2,0,1,3,4,13,cs10629319413648049930.png,9,5,79,9
2,1,1,2,0,1,1,0,3,1,1,3,3,14,cs10629386336749541016.png,4,6,46,3
0,0,3,1,0,0,1,9,0,0,1,7,0,7,cs10629420113777557813.png,7,1,5,8
1,2,1,2,0,1,2,12,0,1,2,3,3,14,cs10629606400941247695.png,0,6,62,6
2,2,2,0,0,0,2,0,0,0,1,5,1,14,cs10629608398085324910.png,11,1,71,4
1,0,1,2,0,0,1,4,1,0,1,10,3,14,cs10629691948034666972.png,11,2,33,2
0,0,3,2,0,0,1,4,3,1,0,1,5,7,cs1063014172876429666.png,11,0,90,4
0,2,2,0,0,0,1,1,2,0,2,3,0,14,cs10630210675891432573.png,7,5,12,2
0,1,1,0,1,1,0,0,1,1,2,6,6,14,cs10630622994341697087.png,11,6,106,5
1,2,3,2,0,0,0,12,3,0,1,3,6,14,cs10630679110497065492.png,10,1,90,4
1,1,2,2,1,1,0,11,2,1,0,2,2,6,cs1063080833711302465.png,11,6,84,2
2,2,1,1,0,0,2,9,0,1,0,6,2,13,cs10630883855583650072.png,11,2,34,2
1,0,2,0,1,0,0,2,0,0,1,2,2,14,cs10631547808110015184.png,3,0,70,3
2,0,2,0,1,0,2,10,3,0,2,6,4,11,cs10631695238979799511.png,11,2,36,2
0,2,4,1,0,0,0,13,1,1,0,0,6,7,cs10631888031682570681.png,11,6,46,1
1,2,0,2,1,1,0,3,0,1,0,9,6,12,cs1063208633229179724.png,0,3,77,0
1,1,3,2,1,1,2,6,2,0,2,0,0,14,cs10632145678825818604.png,3,5,17,0
0,0,4,0,1,0,0,6,1,0,2,10,4,12,cs1063242676921959873.png,4,0,16,7
2,2,1,0,0,1,2,12,2,0,0,4,1,9,cs10632645638841429552.png,5,4,14,2
1,2,0,0,0,0,0,11,2,1,2,4,4,14,cs10632734834588314654.png,11,5,70,8
0,0,0,2,0,1,2,11,1,0,1,1,1,14,cs10632996884626582608.png,4,5,10,8
2,0,0,0,0,0,2,3,0,0,1,5,0,14,cs10633247449095963187.png,11,4,70,3
1,0,3,1,1,0,0,11,1,1,1,3,6,10,cs10633316736670534762.png,6,4,110,1
2,1,0,2,1,0,1,6,1,1,0,6,4,14,cs10633330548596348889.png,11,6,31,1
0,2,1,2,1,0,0,8,1,0,2,9,4,7,cs10633383074252792618.png,11,5,19,6
0,2,0,1,0,0,1,5,2,1,2,10,6,14,cs10633412833863851511.png,9,6,58,1
1,2,2,1,0,1,0,5,2,1,2,5,3,12,cs10633495151645049391.png,11,4,16,6
2,0,3,0,0,1,0,0,1,1,1,5,0,8,cs10633545293362033480.png,11,4,100,6
1,1,0,2,1,1,2,11,3,0,0,3,3,14,cs10633805793769864702.png,11,5,104,3
0,2,4,2,0,0,1,11,1,1,0,3,5,9,cs1063411940324647957.png,11,1,102,4
2,0,0,1,1,1,2,1,0,1,1,7,3,12,cs10634142114130845027.png,9,6,85,8
0,1,0,1,1,0,1,6,2,1,2,2,3,14,cs1063470419083279937.png,11,1,9,9
2,2,2,1,1,0,1,6,3,0,1,2,0,0,cs10634862483341069661.png,4,3,89,7
2,1,0,0,0,1,2,12,3,0,2,8,5,5,cs10635106000580928578.png,10,1,91,7
2,1,2,1,0,1,2,3,1,0,0,2,3,7,cs10635336850704327969.png,0,0,101,2
0,2,3,2,0,1,2,2,0,0,0,0,2,14,cs10635528384787395232.png,7,5,19,2
1,2,4,1,1,1,2,9,0,0,2,2,4,2,cs1063585738258984898.png,10,3,60,4
0,1,2,1,1,0,0,3,3,1,0,5,4,9,cs10636291751911093911.png,11,2,57,2
1,1,1,0,1,0,0,4,2,1,2,3,4,14,cs10636637084375890929.png,11,2,68,7
1,1,0,2,0,1,0,4,1,0,1,7,1,9,cs10636741185025614747.png,10,2,10,0
0,0,1,1,0,0,2,4,2,1,2,4,4,14,cs10636933250141052863.png,0,0,82,3
0,0,4,0,0,1,2,0,0,1,1,7,3,14,cs10637041650966578111.png,1,2,100,8
2,1,4,1,0,1,2,9,0,0,0,1,6,14,cs10637201300724439857.png,11,5,5,2
2,2,3,2,0,0,0,8,3,0,0,4,2,14,cs10637263123448611672.png,11,3,23,8
1,1,3,0,0,1,0,6,0,1,2,4,4,6,cs10637431162889372375.png,11,1,17,4
2,1,0,0,0,1,2,9,0,0,1,6,6,14,cs10637468751766531718.png,3,4,30,1
0,1,0,1,1,0,2,9,3,0,1,3,3,8,cs10637978341543287624.png,11,0,11,1
0,0,4,2,1,1,0,12,1,1,1,5,2,14,cs10638147595620592696.png,11,3,82,3
2,1,4,2,0,1,0,5,1,0,2,6,0,14,cs1063822308560376204.png,11,0,68,9
1,0,4,2,1,0,1,4,3,1,2,5,1,13,cs10638497259962533021.png,9,2,34,6
0,2,3,0,0,0,0,7,1,0,2,1,1,14,cs10638813712019428183.png,8,0,86,2
0,0,1,0,1,0,2,4,1,1,2,4,0,14,cs10638999917009482901.png,0,1,39,3
0,1,4,1,1,1,1,6,2,1,1,4,6,14,cs10639088321161515886.png,11,6,104,5
1,2,0,1,1,0,1,12,3,0,0,8,0,0,cs10639134522814979317.png,11,5,83,1
1,1,1,0,1,0,2,5,0,0,1,0,6,14,cs10639166682179502831.png,10,2,59,3
0,2,4,1,1,1,1,7,0,0,1,7,0,10,cs10639287959541772792.png,11,3,16,3
1,2,2,2,1,0,1,4,0,1,0,0,2,14,cs10639313541665202669.png,11,2,81,3
0,2,3,2,0,0,2,10,2,0,0,0,5,12,cs10639511695954877584.png,11,3,29,5
1,1,4,0,0,0,1,3,3,1,2,7,3,14,cs10639626783033845732.png,11,4,34,9
2,2,3,1,1,0,0,0,1,1,2,3,4,0,cs10639736930156010114.png,3,6,19,4
0,1,3,0,1,0,1,5,1,0,2,7,2,6,cs10639783179354479890.png,7,4,30,7
1,0,3,2,0,0,2,2,1,1,1,6,2,14,cs10639790448753640088.png,11,0,67,9
1,0,3,2,1,0,2,2,1,1,0,1,5,14,cs10639813220152409625.png,0,3,52,1
1,0,1,0,0,0,1,2,2,1,2,5,0,6,cs10640176949823300885.png,2,5,35,0
2,2,3,2,1,0,1,9,3,0,2,9,4,14,cs1064048956405393023.png,11,6,76,4
1,2,3,0,1,0,2,11,2,0,0,9,6,14,cs10640581976038269296.png,11,2,35,1
1,2,0,0,0,1,2,6,2,0,0,3,1,3,cs10640619341590684903.png,11,1,87,8
1,1,4,2,1,1,2,6,3,1,2,7,3,13,cs10640626261070381979.png,11,3,104,5
0,2,2,1,1,0,0,11,2,0,0,0,3,9,cs106409332972483190.png,11,5,26,3
0,1,4,0,0,1,2,9,1,1,1,5,0,14,cs10640972294822451786.png,11,4,14,6
0,0,2,0,0,0,2,5,0,1,0,0,3,14,cs10641100664335059613.png,10,1,38,5
0,2,4,1,0,1,2,5,0,1,2,8,5,14,cs10641189078380886559.png,11,6,54,9
0,2,4,0,1,1,1,4,2,1,0,10,1,12,cs10641274568721373452.png,11,6,97,8
0,0,2,0,1,1,1,8,3,0,1,10,2,9,cs10641468347997088068.png,11,1,4,2
1,0,2,0,1,0,2,7,1,1,0,9,4,12,cs10641483465903592430.png,7,2,76,5
0,2,4,0,0,1,1,8,0,0,1,10,5,14,cs10642329762782077084.png,6,2,38,3
1,1,2,0,0,1,2,9,3,0,0,8,6,10,cs10642468444601175786.png,11,5,94,4
2,0,0,0,1,0,2,10,2,0,2,9,1,0,cs10642678225154613119.png,1,2,26,6
2,0,4,1,1,1,2,10,1,1,1,5,2,14,cs10643193297858739522.png,8,3,87,1
0,0,1,0,0,1,2,8,1,0,0,2,1,14,cs10643296301219302077.png,5,1,60,0
2,0,4,1,0,0,2,0,2,1,1,1,3,14,cs1064336139819614285.png,10,2,68,4
2,0,0,0,1,0,1,8,1,0,2,6,2,14,cs10643392543164911032.png,11,4,41,1
1,0,4,0,1,1,1,11,3,0,2,9,3,14,cs10643558873444112204.png,7,4,10,9
2,0,1,0,1,0,1,1,0,1,0,3,4,7,cs10643784850979005653.png,11,3,10,9
