chin_length,directory_name,eye_angle,eye_color,eye_eyebrow_distance,eye_lashes,eye_lid,eye_slant,eyebrow_shape,eyebrow_thickness,eyebrow_weight,eyebrow_width,face_color,face_shape,facial_hair,file_name,glasses,glasses_color,hair,hair_color
1,5,0,1,2,0,0,2,9,3,0,2,5,2,14,cs3644404006896134485.png,11,2,87,6
1,5,0,1,1,1,0,1,3,1,1,0,3,0,12,cs3644654723893124074.png,11,2,94,7
2,5,1,1,2,1,1,1,9,2,0,0,8,6,14,cs3645999012517969863.png,1,0,76,7
2,5,1,4,1,1,1,0,10,1,1,0,5,0,14,cs3646741143839249926.png,11,2,100,3
1,5,2,4,0,0,0,1,12,1,1,1,3,6,14,cs3648823254615381992.png,11,4,14,6
2,5,2,4,0,0,1,0,2,3,1,0,1,5,14,cs3649162041756351294.png,6,0,28,0
0,5,1,3,2,0,1,0,1,1,1,2,10,0,10,cs3649735243957980841.png,11,1,67,6
2,5,1,3,1,0,1,0,5,0,0,1,5,6,14,cs365101426274387970.png,11,5,50,3
1,5,0,3,0,0,0,0,7,0,0,1,5,6,12,cs3652481695604238616.png,11,5,59,0
1,5,1,3,1,0,0,0,8,0,0,1,8,0,14,cs3652789841423703968.png,11,4,19,0
0,5,0,0,0,0,1,0,11,0,0,0,10,5,14,cs3653637187331023324.png,1,5,103,3
0,5,1,3,0,0,0,2,4,2,0,2,5,0,14,cs3654261182166867703.png,11,1,23,6
2,5,1,2,1,0,1,1,13,3,0,0,8,6,13,cs3654358843287750634.png,11,0,51,0
2,5,1,4,1,1,0,1,6,3,0,1,1,5,1,cs3656807527277432548.png,11,3,6,0
2,5,1,4,1,1,0,0,4,2,1,0,10,5,8,cs3657046578253591853.png,11,0,58,7
0,5,0,1,2,1,1,0,1,0,1,0,8,1,14,cs3657847636404287169.png,11,5,95,7
0,5,0,2,1,1,1,2,5,2,0,0,3,2,14,cs3658435504383246930.png,11,0,19,9
0,5,1,0,0,1,1,0,2,0,1,1,5,2,9,cs3659656886644216301.png,11,5,37,7
0,5,1,1,1,0,1,1,3,0,1,2,3,2,6,cs365995426113767816.png,11,0,19,6
1,5,1,0,1,0,0,1,2,3,0,1,5,4,10,cs3660582289202864662.png,11,3,3,9
0,5,1,4,1,0,0,1,11,0,0,2,1,6,14,cs3661065284630857267.png,11,6,21,0
0,5,1,4,1,1,1,0,10,2,0,0,8,5,14,cs3661463715582860523.png,11,5,32,4
1,5,1,3,1,1,1,1,1,1,1,0,3,5,3,cs3662464437293995677.png,11,4,82,0
0,5,0,3,1,1,1,1,8,2,0,0,1,5,14,cs3662789000135587090.png,11,0,17,6
0,5,2,2,0,0,1,2,8,0,1,1,10,1,14,cs3663851220915465000.png,11,2,28,0
1,5,0,1,2,1,1,0,10,1,1,2,10,2,14,cs3664424047670262223.png,11,0,85,9
0,5,1,4,1,0,0,2,12,0,0,2,3,6,14,cs3665097023524842469.png,11,4,96,4
2,5,0,0,1,1,0,1,6,1,1,0,3,4,14,cs3665414777977941705.png,11,6,38,4
2,5,0,4,0,1,1,2,3,1,0,1,3,1,14,cs3665761853697553805.png,6,0,96,7
1,5,0,2,0,0,1,1,6,0,1,1,5,4,9,cs3665836132034974791.png,11,3,60,0
1,5,0,1,1,0,0,2,2,2,0,2,5,0,14,cs3667423792123582586.png,11,0,7,7
1,5,2,2,0,0,0,2,1,3,0,1,10,6,14,cs366758561773504561.png,11,6,33,7
0,5,1,4,2,1,1,2,5,0,0,0,5,3,0,cs3668105156931242511.png,6,4,45,4
2,5,1,2,1,0,0,2,13,2,1,1,3,3,14,cs36696887429048117.png,11,2,51,3
0,5,0,3,1,1,1,1,0,0,0,2,5,0,7,cs367086294986958194.png,11,6,75,3
2,5,0,2,0,1,1,0,10,2,1,2,5,1,3,cs3672503487131697925.png,1,0,107,9
1,5,0,2,0,0,1,2,3,0,0,1,8,5,3,cs3673438632722294293.png,11,1,107,9
2,5,1,2,1,0,0,0,0,2,0,0,3,3,5,cs3675713073851716718.png,1,3,65,0
2,5,2,3,2,1,0,2,5,0,0,0,8,4,7,cs3677160846616798601.png,6,5,63,4
1,5,0,4,1,0,0,0,8,2,1,2,1,3,3,cs3677306338014142419.png,11,2,10,4
2,5,1,2,2,0,1,0,6,3,0,0,1,4,3,cs367904373586902227.png,11,2,18,4
1,5,0,1,1,1,1,1,9,3,1,1,1,0,1,cs3680918486002815063.png,6,2,110,3
1,5,0,3,2,1,1,1,1,3,1,2,3,0,14,cs3681067303289909308.png,11,0,29,6
1,5,0,2,0,0,1,2,1,1,0,1,8,6,14,cs3681687772201902427.png,11,2,61,7
0,5,2,4,0,1,1,0,5,0,1,1,1,1,10,cs3683193886948432941.png,11,3,107,4
1,5,1,1,0,0,0,2,13,0,0,1,8,2,14,cs3685760157587678634.png,11,0,100,6
2,5,2,4,1,0,0,0,9,0,0,2,10,1,14,cs3686957626347201566.png,11,2,85,9
1,5,2,1,2,1,0,1,2,2,1,0,1,1,11,cs3687790958066426092.png,11,1,22,0
0,5,1,0,2,1,1,2,3,1,0,2,8,6,4,cs3688091016651070303.png,11,3,53,3
0,5,1,2,2,0,0,2,11,1,0,2,1,4,14,cs368948509165810273.png,11,3,7,6
2,5,0,0,0,1,1,2,2,2,0,1,5,1,14,cs3691435017935918821.png,11,5,29,3
1,5,0,2,2,0,0,0,2,0,0,2,1,5,0,cs369215570456894914.png,11,1,62,7
1,5,0,0,1,0,0,0,11,1,1,2,1,2,14,cs369233209368085207.png,11,4,73,0
1,5,1,1,2,0,0,0,0,1,0,2,1,2,14,cs3692810217545559163.png,11,3,57,4
0,5,0,3,0,0,1,1,7,2,0,2,1,1,14,cs3692839014757169521.png,11,3,5,6
2,5,0,2,1,1,1,2,6,2,1,2,5,2,14,cs369651292899694208.png,11,1,28,4
1,5,1,1,2,0,0,0,11,1,0,0,8,2,14,cs3696826053811614050.png,11,5,2,9
2,5,0,3,1,0,0,1,7,0,1,1,3,3,11,cs369726533153911595.png,11,5,41,6
1,5,0,1,0,1,0,2,7,1,0,2,3,5,10,cs3697385555575532997.png,11,0,97,6
1,5,2,4,2,1,0,1,9,3,0,1,1,2,14,cs3697828452855064976.png,11,0,22,0
2,5,0,4,0,0,1,1,11,3,0,1,1,3,14,cs3700916019210811442.png,6,0,94,4
2,5,1,2,0,1,1,2,11,2,0,2,10,5,14,cs3701819860295751217.png,11,1,2,3
2,5,0,4,0,0,0,1,5,2,0,2,10,6,14,cs3703348426122387474.png,11,4,41,9
2,5,2,1,1,1,1,2,3,3,0,1,5,5,14,cs3703656204881700592.png,11,0,5,6
1,5,1,2,1,1,0,2,4,3,0,2,3,3,14,cs370629201305524768.png,11,3,88,9
2,5,2,4,0,0,1,2,12,2,0,2,3,3,14,cs3707024349586884047.png,1,2,81,7
0,5,0,3,0,0,0,0,11,2,0,2,3,6,14,cs3707063618022225284.png,11,5,40,6
0,5,1,3,1,0,0,2,13,2,0,0,3,0,14,cs3707199029361954510.png,1,5,79,3
1,5,1,1,1,0,1,1,12,2,0,1,5,2,1,cs3708780597604339870.png,11,1,12,6
2,5,0,1,0,0,1,0,5,3,1,0,3,6,8,cs3708791811022100881.png,11,5,38,6
0,5,2,1,1,0,0,1,6,0,1,1,8,5,14,cs3709210777840688301.png,11,1,87,9
2,5,0,4,2,0,1,2,2,1,1,1,1,1,11,cs3709700927606298863.png,11,0,42,3
0,5,0,0,1,0,1,1,10,1,0,2,1,4,0,cs3711217331248791394.png,11,2,92,4
2,5,1,1,0,0,0,2,10,0,0,2,10,4,9,cs3712585898758370654.png,11,3,83,0
2,5,2,2,0,1,1,0,7,0,0,0,1,3,14,cs3713133170644952259.png,11,0,26,6
0,5,1,2,2,1,1,1,11,3,1,0,1,6,1,cs3713792394674612965.png,11,3,5,9
0,5,1,3,0,1,0,2,0,0,0,0,8,5,14,cs3714036294322858366.png,11,5,106,0
1,5,1,0,2,1,0,1,12,2,1,1,1,5,14,cs3714221446962037379.png,11,2,10,7
0,5,0,4,2,1,1,1,5,0,1,2,1,4,14,cs3715048241139435806.png,11,1,14,6
1,5,0,4,0,0,0,2,7,2,0,2,1,3,14,cs3715130799439961860.png,6,4,72,9
0,5,0,4,0,0,0,2,1,0,1,1,8,4,14,cs3715169727979261532.png,6,1,16,3
2,5,2,0,1,0,1,0,5,1,0,0,10,5,14,cs3715595458160671387.png,6,6,17,7
1,5,1,0,1,0,0,2,5,3,1,2,8,3,4,cs3717161025324464835.png,11,0,21,6
2,5,0,1,1,1,0,1,10,3,0,0,3,1,7,cs3717544687678955915.png,11,1,97,9
0,5,0,0,1,0,1,0,8,0,0,0,10,3,14,cs3719685245930962618.png,1,5,18,9
1,5,1,2,1,0,0,1,12,1,1,1,10,3,14,cs3719937997180918467.png,11,6,32,3
2,5,0,2,1,1,1,1,9,2,0,1,8,2,0,cs3720034017959252231.png,6,1,79,7
2,5,1,0,0,1,1,2,1,1,0,0,1,1,4,cs3720597736558172240.png,11,3,101,4
2,5,2,0,0,0,0,0,8,3,0,1,10,1,14,cs372083829929147427.png,11,5,58,4
2,5,0,4,2,0,1,1,2,3,0,1,1,1,14,cs3721325314945123903.png,1,4,107,6
2,5,0,4,0,1,0,1,2,3,1,0,5,6,14,cs3722299097946644350.png,11,4,75,9
2,5,2,0,2,1,0,0,8,0,1,0,10,2,6,cs3724763049221595787.png,11,5,75,3
0,5,2,0,0,1,1,0,5,1,0,0,1,0,14,cs3724907424287902886.png,11,4,22,9
2,5,2,1,1,1,1,1,12,2,1,1,10,0,9,cs3724957142711755713.png,11,3,56,7
1,5,1,4,1,0,0,0,10,2,0,2,1,4,4,cs3725380785763625085.png,11,6,61,0
0,5,1,2,1,1,0,0,11,0,1,1,5,1,14,cs3725790396191658293.png,11,4,15,9
2,5,2,1,1,0,1,1,1,2,1,1,5,5,5,cs3726663476914285977.png,11,5,52,9
0,5,2,3,2,0,1,0,11,2,0,0,8,1,4,cs3727769144725218895.png,11,4,36,4
0,5,1,3,1,0,1,0,9,3,0,1,5,6,4,cs3727777642637481276.png,6,2,90,4
2,5,0,3,0,0,0,2,10,3,1,2,5,2,14,cs3728667357218833596.png,11,6,107,9
1,5,1,0,0,1,1,1,13,0,1,2,3,2,2,cs3728881606077691881.png,1,3,104,3
2,5,0,1,1,1,0,0,13,0,0,1,10,0,14,cs3730392728325843390.png,11,4,14,0
2,5,0,4,2,0,0,1,10,2,0,1,10,5,14,cs3730577401905580743.png,6,6,43,3
2,5,2,4,0,0,1,1,7,1,1,0,5,4,14,cs3735564971630211966.png,11,6,19,3
0,5,0,0,2,0,0,0,12,2,0,2,5,6,0,cs373575928485288969.png,1,0,2,4
2,5,2,1,1,1,1,1,3,0,0,2,10,5,6,cs373784441307999494.png,11,2,21,7
0,5,0,0,2,0,0,2,11,2,1,1,10,3,14,cs3739799227677711014.png,11,6,7,9
0,5,2,3,0,0,0,2,8,1,0,2,1,5,14,cs3740339239141730921.png,1,1,81,6
0,5,0,1,0,1,0,1,1,0,1,1,1,2,0,cs3740707656222328964.png,1,5,69,9
2,5,0,0,1,0,0,1,0,1,0,1,1,5,8,cs3743915322872339014.png,11,6,32,4
0,5,0,3,2,0,0,0,13,2,1,2,5,2,14,cs3745351846958668868.png,11,0,99,3
2,5,1,2,0,0,0,0,9,0,1,1,3,4,14,cs3747730939778689590.png,11,5,68,9
2,5,1,3,1,1,0,0,5,1,1,2,10,3,14,cs374830191757640508.png,11,0,67,6
2,5,2,2,2,0,1,2,7,1,1,0,1,0,14,cs374968975671103586.png,11,3,97,0
1,5,0,2,2,0,0,0,11,1,0,1,10,2,2,cs3749758321241775232.png,11,3,78,0
0,5,0,3,0,1,0,0,9,2,0,2,8,2,14,cs3753094067191844273.png,11,2,14,6
2,5,2,2,1,1,0,0,10,3,1,1,10,2,14,cs3754165601687682621.png,1,5,10,4
2,5,2,2,1,1,0,2,3,3,0,0,3,6,2,cs3754319597362757120.png,11,4,9,0
0,5,0,2,2,1,1,0,13,2,1,2,1,4,14,cs3755100554410838987.png,11,0,36,9
1,5,1,4,0,0,1,0,9,1,1,2,3,1,10,cs3755322587551078173.png,11,0,16,7
0,5,1,2,2,0,1,2,13,3,0,1,8,6,14,cs3756023245380721665.png,11,5,110,0
2,5,2,3,2,0,1,2,8,3,0,2,10,0,10,cs3758988178975406377.png,11,5,109,4
2,5,2,0,1,0,1,2,5,1,0,2,8,3,14,cs3759459561102734011.png,11,3,104,7
0,5,1,4,2,1,1,2,1,3,0,1,8,4,7,cs375957060478838684.png,11,1,92,0
1,5,1,3,2,1,0,0,6,3,1,1,1,2,14,cs3760503500814591867.png,6,2,104,9
2,5,0,1,0,0,0,0,11,3,0,1,8,4,1,cs3762966770800055255.png,11,6,106,3
1,5,1,0,2,0,1,2,9,3,0,2,3,5,14,cs3764685102522558827.png,11,4,101,4
1,5,1,4,1,1,0,1,5,0,1,1,8,2,14,cs3766878896994799786.png,11,5,63,9
1,5,0,1,1,1,1,0,3,1,1,1,3,6,5,cs3769077091723468609.png,11,4,77,0
1,5,0,4,2,1,0,1,1,2,0,0,3,4,14,cs3769562744805242270.png,11,3,20,9
0,5,1,0,1,0,0,0,13,2,0,2,8,5,2,cs3770534475113865445.png,11,0,32,4
2,5,1,0,2,0,0,1,2,0,0,2,1,4,14,cs3772060281632567946.png,11,5,25,6
0,5,1,0,0,0,1,1,13,0,0,0,10,5,10,cs3772877947005970469.png,11,5,108,7
2,5,0,2,0,0,0,2,5,0,0,2,10,5,14,cs3775262250184553711.png,11,2,95,0
0,5,0,2,0,0,1,2,13,1,0,0,1,1,12,cs3775527050810384707.png,11,5,65,6
2,5,1,2,1,1,1,2,3,0,1,2,1,3,14,cs3776551362427812671.png,11,6,108,6
0,5,0,1,2,0,1,1,3,2,0,2,3,3,6,cs3776982469316159699.png,11,0,47,9
1,5,0,2,2,1,1,2,8,2,0,2,5,2,14,cs3777667162589387599.png,11,1,37,7
2,5,1,1,1,1,0,0,2,1,1,0,1,2,1,cs3778154865873123255.png,11,0,36,0
2,5,0,4,0,1,1,1,4,1,1,0,1,2,5,cs3779163779878208372.png,6,2,59,3
2,5,1,1,0,1,0,1,13,0,0,1,8,2,14,cs3781166308788139743.png,11,2,63,0
1,5,0,3,2,0,1,1,6,2,1,0,10,5,12,cs3782926271958657066.png,11,1,89,9
0,5,1,2,2,1,1,0,10,2,1,1,1,3,1,cs3783551592947528729.png,11,0,52,9
2,5,1,4,2,0,1,1,3,1,0,0,10,3,14,cs3784445896006831980.png,1,5,35,7
0,5,0,1,1,0,0,0,1,3,0,1,1,3,8,cs3784898713803876311.png,1,0,17,9
0,5,0,4,0,0,1,1,12,0,1,0,10,0,0,cs3784913895826631340.png,11,2,17,7
2,5,1,1,2,1,1,1,13,0,0,1,5,1,11,cs3789565866437451809.png,6,1,3,6
2,5,2,3,2,1,0,2,8,2,0,0,1,0,8,cs378960688314500228.png,6,4,27,0
0,5,0,4,2,0,0,2,10,3,1,2,1,6,14,cs3790472808009362257.png,11,1,31,3
1,5,0,2,2,0,0,1,2,2,1,0,5,2,14,cs3792720246799811951.png,11,4,22,9
2,5,2,0,0,0,0,2,9,0,1,0,8,3,14,cs3792871940616591494.png,11,3,64,0
2,5,0,0,2,0,1,2,13,3,1,1,10,3,3,cs3793668539046079418.png,11,4,13,3
2,5,0,2,1,0,0,2,1,1,1,2,3,2,14,cs3794085576298763661.png,11,4,54,9
2,5,2,1,0,1,1,1,0,3,0,0,1,6,14,cs3794098810974514838.png,11,6,55,9
0,5,1,2,2,0,0,1,11,0,1,2,8,4,14,cs3794330510803084058.png,11,2,22,9
1,5,0,4,1,1,0,2,2,1,1,0,3,2,14,cs3795818071108494355.png,11,4,89,0
0,5,0,3,0,1,0,2,11,0,0,0,5,5,5,cs3795995392572821719.png,11,3,67,4
1,5,2,0,2,0,0,0,6,1,0,2,5,1,13,cs3796054621049247851.png,11,6,44,9
1,5,1,3,2,0,0,1,13,3,0,1,5,2,14,cs3796153911576945675.png,11,4,110,9
1,5,0,0,1,1,0,0,4,3,1,2,1,6,7,cs3797025358382406236.png,11,3,57,6
0,5,1,4,0,0,1,0,4,1,1,2,10,3,6,cs3797958899529484149.png,11,5,62,0
2,5,2,1,0,0,0,1,12,0,1,1,5,1,14,cs3799046713846218056.png,11,5,12,0
2,5,1,2,1,1,1,0,10,0,1,0,3,5,9,cs3799368925410048211.png,11,1,95,4
0,5,0,2,0,0,0,0,5,2,0,0,3,6,4,cs3801104477319332215.png,11,4,88,9
2,5,2,4,0,0,1,2,9,1,1,2,8,4,9,cs3801519462454965994.png,11,4,17,6
0,5,0,1,0,0,0,1,4,0,1,2,10,1,1,cs3801724001081481728.png,11,5,36,9
0,5,1,2,2,0,1,1,13,3,0,2,1,1,14,cs3805414228609502241.png,6,4,73,4
0,5,1,2,2,1,0,1,4,3,1,0,3,4,13,cs3805656468742992013.png,11,6,110,7
1,5,2,1,2,0,1,0,8,0,0,0,10,5,8,cs3808416331575086235.png,11,6,57,3
2,5,2,4,0,1,0,1,3,0,1,1,5,0,14,cs3809321986066999114.png,11,6,17,0
0,5,1,3,2,1,0,1,13,1,1,0,3,6,14,cs3809568028079457156.png,11,3,84,7
0,5,0,3,0,1,0,1,9,3,1,0,10,1,12,cs3811653997782897359.png,11,2,106,3
2,5,1,2,2,0,0,2,11,2,1,1,8,4,2,cs3812122608374521606.png,11,4,22,7
1,5,1,1,2,1,0,2,2,1,0,0,5,4,14,cs3812898079055275709.png,11,1,48,4
2,5,0,1,1,1,0,2,7,0,1,1,5,3,1,cs3813094074943746299.png,6,4,31,6
2,5,2,3,0,0,0,2,10,0,0,0,5,0,0,cs3813334945011814834.png,11,0,60,0
0,5,0,2,2,0,1,1,3,0,0,1,1,6,14,cs3814051925602991080.png,11,5,48,3
1,5,2,1,2,1,0,0,5,1,1,0,10,0,6,cs3814178108312946599.png,11,5,12,3
0,5,0,2,2,1,0,0,0,3,0,2,3,0,11,cs3814515590805669874.png,11,3,26,9
1,5,0,3,0,0,1,2,13,3,0,2,10,2,14,cs3815231887489066782.png,11,3,26,4
2,5,1,0,0,0,1,2,11,2,1,0,5,4,6,cs3815683908966566311.png,11,6,60,6
1,5,2,0,2,1,1,1,2,0,1,1,3,6,9,cs3816489950338192816.png,11,0,108,6
0,5,0,3,1,0,0,2,0,2,0,0,3,5,8,cs3816748995953514000.png,11,1,38,6
0,5,2,3,0,1,0,1,2,1,1,1,8,0,3,cs381955971298523513.png,11,2,4,3
0,5,2,4,0,0,0,1,10,0,1,1,8,5,10,cs3821494173338213817.png,6,0,39,3
0,5,2,1,1,0,1,2,3,1,0,0,10,5,14,cs3822743543232865729.png,11,3,56,7
2,5,1,3,2,0,1,0,4,2,0,2,8,5,14,cs3822986450320978971.png,6,1,24,0
0,5,1,2,0,0,1,2,2,0,1,1,8,5,8,cs3825657032585818628.png,11,4,89,0
0,5,0,3,1,1,0,2,0,0,1,1,10,3,11,cs3826334496965517339.png,6,1,62,7
2,5,2,3,1,1,1,1,1,1,1,0,3,1,12,cs3827520622182729410.png,11,6,25,9
0,5,2,1,2,0,0,2,9,1,0,2,1,1,11,cs3827889921551969324.png,11,5,50,3
0,5,2,2,1,0,1,2,11,0,0,0,8,3,14,cs3829139877283952063.png,11,5,107,4
2,5,0,1,0,1,1,0,4,3,0,1,3,4,14,cs3829813346232056546.png,11,0,0,4
2,5,1,4,2,0,1,0,4,3,0,2,3,2,14,cs3830211754963908616.png,11,6,38,9
0,5,2,0,2,1,1,2,13,0,1,2,5,3,1,cs3830582893290166596.png,11,6,48,0
0,5,2,4,2,1,1,0,9,0,0,2,3,3,14,cs3831014564007387508.png,11,4,3,3
0,5,2,4,1,1,1,1,0,2,1,2,8,6,7,cs3831344480989344691.png,1,1,33,0
2,5,1,4,1,0,0,1,1,1,1,0,5,6,0,cs3832918528218161054.png,6,2,98,4
2,5,2,4,1,1,1,1,11,3,1,2,8,1,14,cs3833733504959605023.png,1,0,51,4
1,5,2,3,2,0,1,2,12,0,0,0,8,2,2,cs3834914375230050243.png,11,1,109,7
1,5,2,4,0,1,0,0,13,2,1,0,1,3,14,cs3836652717942601322.png,11,3,68,3
0,5,2,1,2,0,0,1,4,2,1,0,5,4,14,cs3836975839115244797.png,11,4,90,7
2,5,1,3,1,1,0,1,6,0,1,1,1,0,8,cs3837447004739051981.png,11,4,56,6
0,5,1,3,2,1,0,1,5,1,1,2,10,3,5,cs3838838600311781292.png,11,3,14,6
2,5,1,2,1,0,1,0,5,1,1,1,8,6,10,cs3838852481916890407.png,11,0,39,9
0,5,2,0,1,1,1,1,8,2,0,2,1,6,8,cs3839307235488753671.png,11,0,102,3
0,5,1,0,0,0,1,0,6,0,1,2,5,5,14,cs3840796775948553726.png,11,4,20,6
0,5,0,0,0,0,0,2,6,3,1,1,5,1,14,cs3841139815184194718.png,11,6,27,0
1,5,0,2,2,0,0,2,4,0,0,2,3,2,14,cs3844908297853459380.png,11,4,17,0
2,5,2,1,1,0,1,1,3,0,0,0,10,4,14,cs3846018372205249208.png,11,0,87,0
0,5,1,2,2,1,0,0,6,2,1,1,5,5,12,cs3852030357829251588.png,11,3,9,3
2,5,2,4,2,0,0,2,6,0,1,1,5,0,13,cs3853570935625784308.png,11,3,35,4
0,5,0,1,2,0,1,2,1,2,0,2,1,0,14,cs3853994544036563151.png,11,3,82,9
1,5,0,0,0,0,0,1,4,1,0,0,10,5,14,cs3854656823700029742.png,11,5,7,3
0,5,0,2,1,1,0,0,3,3,0,2,1,5,14,cs385543277368463339.png,11,3,45,4
1,5,0,1,1,1,0,1,10,2,0,2,1,1,5,cs3856568691358811601.png,11,2,86,0
0,5,0,3,0,1,0,0,6,1,1,0,8,5,14,cs3858026791760086635.png,11,3,79,9
1,5,1,2,1,0,1,0,11,3,1,2,8,1,14,cs3858995818335789466.png,11,2,17,0
1,5,2,3,2,0,0,0,13,1,1,2,3,3,5,cs3859609956699714038.png,11,2,4,3
2,5,1,3,1,1,0,2,5,2,0,0,1,5,1,cs3859680143435148831.png,11,5,41,9
0,5,1,1,0,0,1,0,2,0,1,2,8,2,3,cs3860006881844024063.png,11,4,55,6
1,5,0,3,2,1,0,2,4,1,0,1,5,3,1,cs3861316704977053704.png,11,1,57,9
1,5,1,1,2,1,0,2,4,1,0,1,1,3,14,cs3861500576549689695.png,6,1,75,6
2,5,0,4,0,1,0,2,11,2,1,2,3,6,14,cs3862011364897108521.png,11,1,103,6
1,5,0,2,1,1,0,2,4,1,0,2,5,2,9,cs3864252827209782448.png,1,4,2,4
2,5,0,1,1,1,1,2,7,2,0,0,5,6,14,cs3865322654080226694.png,1,3,30,3
1,5,2,2,0,0,0,1,2,0,0,1,3,2,9,cs386728677790706535.png,6,1,86,0
2,5,0,1,2,0,1,2,0,3,0,2,10,3,14,cs3868072631846375963.png,11,1,106,6
2,5,0,1,0,1,0,1,10,2,1,2,1,1,4,cs3869821706903096425.png,11,0,23,7
0,5,2,4,0,1,1,1,4,0,0,2,1,3,3,cs3870549347759913160.png,11,3,0,0
2,5,2,1,1,1,0,0,7,1,0,1,1,3,11,cs3871562385020867821.png,11,4,110,0
2,5,1,2,1,0,1,0,11,2,1,0,3,1,14,cs387342448929457458.png,11,6,97,3
1,5,1,4,0,1,0,2,6,3,1,0,3,6,14,cs3873785900258326340.png,11,4,36,4
0,5,2,0,1,0,0,0,3,2,1,0,1,2,14,cs3878330668063540605.png,11,1,5,4
2,5,0,3,0,1,1,1,11,1,1,2,8,5,5,cs3878395233487826446.png,11,6,4,7
0,5,0,0,2,0,1,2,11,2,0,2,1,2,14,cs3878502803152823520.png,6,4,18,6
1,5,0,1,2,1,0,0,0,3,0,1,8,1,1,cs3879392276812544527.png,11,2,86,4
0,5,2,3,2,1,0,0,5,0,0,2,8,4,1,cs3881318415707786129.png,11,3,104,3
2,5,1,3,2,1,0,1,3,1,1,0,8,0,14,cs3881516132043011982.png,11,5,38,7
2,5,0,4,2,0,1,2,11,2,0,1,3,3,14,cs3881648260666752088.png,11,4,85,0
2,5,2,4,1,1,0,0,8,2,0,0,3,1,14,cs3881829498484933330.png,11,5,56,0
1,5,2,1,1,0,0,0,3,0,1,0,10,3,14,cs3883521192599557592.png,11,0,69,3
1,5,2,4,0,1,1,0,5,0,0,2,8,5,12,cs3883804140632569167.png,1,3,92,3
2,5,1,0,2,1,0,1,12,2,0,1,3,1,14,cs3885896623050939882.png,1,0,95,0
2,5,1,4,1,0,0,2,3,3,0,2,10,6,14,cs3886050835433753333.png,6,0,78,6
2,5,0,0,1,1,0,1,8,1,0,1,10,0,9,cs3886858743219619895.png,11,6,26,9
0,5,1,2,2,0,1,0,7,0,1,2,5,4,4,cs388694152255232420.png,11,1,16,6
0,5,1,1,1,0,1,2,2,0,0,0,10,1,14,cs3887054592513921362.png,11,4,88,9
1,5,1,4,0,1,1,2,8,0,1,2,8,2,14,cs3887801387721942377.png,11,6,74,7
2,5,2,2,1,1,0,1,8,3,1,2,3,6,14,cs3889632324105904205.png,11,4,90,0
0,5,2,1,2,0,1,2,3,1,1,0,3,1,14,cs3890999060018837762.png,11,6,18,4
1,5,2,2,2,0,0,0,3,2,1,0,1,4,14,cs389158436018395266.png,11,3,69,4
2,5,0,0,1,0,1,2,4,2,1,1,1,6,14,cs3893795414268579153.png,11,6,92,6
2,5,1,0,2,1,1,2,6,1,0,0,3,1,14,cs389388348612474314.png,11,3,80,3
1,5,1,4,2,0,0,1,8,2,0,2,1,4,14,cs389470498920498918.png,11,1,72,6
1,5,2,2,2,0,1,0,1,2,0,2,3,2,13,cs389510278633048249.png,1,4,24,6
0,5,1,3,0,1,0,0,2,2,0,2,5,1,13,cs3895453900628773458.png,11,4,110,6
1,5,1,2,1,0,1,1,0,0,1,2,8,2,7,cs3896644721110711620.png,11,5,43,6
0,5,1,0,2,1,0,2,6,3,1,1,3,1,7,cs3896994338023679482.png,6,6,25,6
1,5,0,3,1,1,1,1,3,0,1,2,5,0,6,cs3898419470957848944.png,11,4,59,6
1,5,2,2,0,0,0,1,1,0,1,2,1,4,10,cs3898468202760020721.png,11,6,98,7
0,5,2,3,2,0,1,0,12,0,0,2,1,2,14,cs389922003155255003.png,11,5,23,4
1,5,2,3,2,1,1,1,10,3,0,0,1,0,14,cs3900030837148819147.png,6,5,21,9
2,5,2,2,1,1,1,1,11,1,1,2,8,5,0,cs3901141557144982896.png,11,1,40,3
2,5,2,3,2,0,0,1,8,0,0,1,1,4,13,cs3901168507468712891.png,11,6,91,0
1,5,1,3,2,1,1,0,2,0,1,0,10,4,0,cs3902335384946410982.png,11,2,23,4
2,5,0,4,1,0,1,2,3,3,0,2,1,0,14,cs3902970147529829859.png,11,6,52,6
2,5,1,4,2,0,0,2,0,1,1,0,5,0,6,cs3903463201778596126.png,6,4,19,3
1,5,0,1,1,1,1,1,3,1,1,0,8,4,8,cs3903755268561185742.png,11,3,96,3
0,5,0,2,1,0,0,2,9,1,0,0,8,5,13,cs3903941127137867077.png,11,1,64,3
1,5,2,3,2,0,1,1,2,2,1,0,3,0,13,cs3907874843427984164.png,11,3,63,7
2,5,2,1,1,1,1,1,8,1,1,0,10,5,0,cs3909973711115094324.png,11,0,68,6
0,5,2,3,2,0,0,1,5,1,1,2,3,0,14,cs3911108992565000734.png,11,0,85,4
0,5,0,3,2,0,0,0,4,0,1,0,1,6,9,cs3912350424621048985.png,11,2,5,0
1,5,2,1,0,1,0,1,10,2,0,0,5,4,5,cs3913626673937972017.png,11,6,24,3
1,5,1,2,0,0,1,0,7,0,1,2,8,5,14,cs3913883730744674362.png,11,4,32,9
2,5,1,1,2,0,1,0,2,1,1,0,5,6,14,cs391448940182990986.png,11,1,64,6
2,5,2,0,2,0,1,1,0,1,0,0,8,5,14,cs391655193263254494.png,11,6,34,6
